CurveID,Jmax25,Rdlight25,Resistwp25,Resistch25,gamma*25,phifactor,thetafactor,betaPSII,Flu.Anet.SumSqure,Flu.Electron.SumS
NA,umolm-2s-1,umolm-2s-1,Pasm2umol-1,Pasm2umol-1,PaNA,,NA,NA,Flu.Anet.SumSqure,Flu.Electron.SumS
besc-181.csv,43.58208,3.656869,5.580872,0,0,0.94745,0.955027,0.343505,2.528898,1.160136
besc-183.csv,34.139483,1.518192,4.997497,0,0.005064,0.891094,0.955777,0.305405,1.068694,0.328303
besc-184.csv,89.15358,1.67176,0.656155,0,2.334482,1.104916,0.832584,0.348956,2.063793,0.245321
besc-191.csv,50.562446,1.742262,3.959529,0,0,1.03721,0.852531,0.346945,0.383341,0.000468
besc-196.csv,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
besc-19.csv,-9999,0,0.594959,0.001799,0.005482,-9999,-9999,0.119685,9.339849,-9999
Besc-202.csv,9.872654,0,0,0,0,0.808336,0.776372,0.17864,1.118389,0.001581
besc-204.csv,70.30256,0.657461,1.865163,0,1.813636,0.956109,0.943562,0.377922,0.319928,8.452527
Besc-205.csv,39.729305,0,3.009624,0,1.305394,0.900279,0.862182,0.321771,1.792587,0.032039
besc-208.csv,68.689728,0.428746,1.071087,0,2.105679,1.009485,0.885621,0.321542,1.231249,0.964264
besc-209.csv,26.514799,0.868769,10.317922,0,0,1.028398,0.623137,0.300873,1.662225,0
besc-214.csv,77.868549,0.207276,2.820805,0,0.338204,1.005707,0.234508,0.253921,1.716414,0.001571
besc-215.csv,97.921602,2.188459,1.185002,0,1.741908,1.017694,0.804741,0.399747,0.68395,0.131543
besc-227.csv,67.9796,1.427367,1.687474,0,0.626546,1.072805,0.885736,0.288349,0.322424,0.046521
Besc-228.csv,91.663492,1.235119,1.755955,0,0.288147,1.02248,0.785173,0.358801,2.23558,0.018361
besc-229.csv,118.479186,2.458302,1.160522,0,3.302814,1.033243,0.890043,0.440951,0.666624,3.486884
besc-230.csv,52.933974,0.2044,2.428609,0,0.963254,1.032505,0.814624,0.357937,1.015761,0.024521
besc-231.csv,31.895792,0.726707,1.045944,0,1.355634,0.991292,0.785167,0.286939,0.670839,0.000213
Besc-239.csv,-9999,0,2.310995,0,0.259428,-9999,-9999,0.305431,1.899837,-9999
Besc-243.csv,111.541063,1.571746,0.62604,0,2.24706,0.975894,0.857324,0.463494,1.029394,3.757163
besc-245.csv,94.00631,2.94032,1.786328,0,0.175448,1.06124,0.868371,0.379501,1.306594,0.07381
Besc-247.csv,24.448825,0,0,0,0,0.952675,0.571876,0.153038,0.918407,0
besc-250.csv,54.761667,2.503782,0,2.175856,0,0.966674,0.962581,0.339471,0.73746,9.88139
besc-259.csv,34.603681,1.558546,4.060538,0,0,0.880291,0.948005,0.323892,1.797323,0.995473
besc-25.csv,96.911524,2.581929,1.03321,0,2.868931,1.048129,0.896552,0.419227,1.101975,0.496731
besc-264.csv,12.503225,0.430531,0,0,0,0.950146,0.936651,0.272272,0.62528,0.000071
besc-265.csv,29.566372,1.598308,0.243743,2.566729,0,0.892443,0.983225,0.282624,0.525458,6.345141
besc-268.csv,52.222576,0.857852,2.543011,0,1.816029,0.953983,0.929422,0.353544,0.841708,1.685958
besc-269.csv,57.991202,1.655292,1.911471,0,0.126426,0.996914,0.969819,0.334003,8.445104,4.643697
besc-26.csv,172.179966,0.313689,1.657752,0,1.036645,1.086436,0.1,0.291844,1.689491,0.000001
besc-271.csv,67.479451,1.445482,0.958277,0,0.873722,1.03552,0.84296,0.340385,1.555682,0.092738
besc-272.csv,139.482208,3.080954,3.396778,0,1.11649,1.062369,0.170313,0.304716,1.899297,0.000119
besc-273.csv,21.520818,0.899156,9.021932,1.033223,0,1.032203,0.832218,0.288963,0.51793,0
Besc-275.csv,111.430327,3.285772,0.841024,0,2.098195,1.048994,0.792535,0.381992,0.438125,0.835287
besc-276.csv,76.272819,2.11121,1.498196,0,0.51376,1.006049,0.938544,0.333437,1.122586,11.277821
besc-279.csv,27.042232,0,0,0,0,1.040381,0.956353,0.197144,3.749754,0.109813
Besc-286.csv,36.137818,0,2.775913,0,0.542024,0.828238,0.906217,0.290441,0.651402,1.556917
besc-28.csv,27.446777,0.692343,4.545215,0,0.012075,0.87135,0.780379,0.327156,0.357794,0.083711
besc-291.csv,111.097591,2.374769,1.308308,0,3.751954,1.055626,0.820465,0.500548,0.669396,0.066329
besc-294.csv,159.082447,1.87226,1.393153,0,0.383929,1.067552,0.323673,0.344707,2.29086,0.000599
besc-297.csv,16.856759,1.101078,11.674497,0,0.00068,0.762627,0.919093,0.358679,0.373836,0.001656
besc-2.csv,57.295209,4.697603,1.937773,0,0.547636,0.79542,1.12139,0.343526,1.317089,40.197365
besc-301.csv,22.300034,0.412151,8.195543,0,0.25003,0.879221,0.965943,0.282904,0.94787,1.75954
besc-304.csv,22.22337,0.530208,0,0,0,0.8052,0.646291,0.264283,1.4844,0.000523
Besc-307.csv,123.667685,3.087414,1.518484,0,0.392794,1.080833,0.76393,0.376018,1.802352,0.155403
Besc-309.csv,30.512326,0.970403,0,0,0,0.658393,0.996882,0.205245,1.643036,3.018347
besc-30.csv,75.188279,2.581029,0.849895,0,2.998718,1.085562,0.894193,0.361427,0.578869,0.336438
besc-310.csv,70.987549,1.122628,1.153587,0,0.177755,1.034289,0.609962,0.293453,1.449975,0.000837
Besc-311.csv,17.089732,0,0,0,0,0.870136,0.783138,0.198316,1.650922,0
besc-318.csv,24.339119,0.430696,5.38042,0,0.23439,0.937029,0.878015,0.257134,1.462956,0.299157
besc-31.csv,19.191409,0,7.692546,0,0.203014,0.840876,1.008154,0.280152,1.636687,4.706572
Besc-321.csv,96.625167,0.226173,1.048052,0,1.542208,0.947741,0.91207,0.446493,1.557848,5.074171
Besc-322.csv,86.104664,3.779075,2.31607,0,0.953016,1.017817,0.936979,0.341171,2.873368,8.933097
Besc-327.csv,39.427288,2.593511,3.798554,0,0.042916,0.986187,0.953145,0.325277,0.962203,0.308517
besc-332.csv,47.041703,0.436028,2.126678,0,0.908936,0.985919,0.953466,0.307073,1.530151,2.63293
besc-333.csv,33.326153,1.008832,0,0,0,0.9567,0.979169,0.262723,2.10745,1.722226
besc-334.csv,107.38701,2.500215,1.442377,0,0.909678,0.979274,0.906547,0.451798,0.555254,3.955063
besc-343.csv,13.915885,0.096526,11.21844,0,0.038325,0.830203,0.98441,0.245645,0.734126,1.202313
besc-345.csv,50.221795,0.324389,2.000085,0.199842,0,1.027033,0.899034,0.328394,1.478441,0.024222
besc-351.csv,41.491024,3.193431,3.127265,0,0.514353,1.016177,0.925015,0.270463,1.412005,0.615153
besc-354.csv,57.553231,0.721909,2.165474,0,2.640505,0.951985,0.891137,0.392123,0.694997,1.625817
besc-357.csv,54.02181,1.340622,2.127146,0,0.367373,1.053667,0.926352,0.341164,0.965458,0.072267
besc-358.csv,48.573976,2.379771,3.09743,0,0.283239,0.970728,0.955165,0.301846,0.910444,3.459933
besc-363.csv,38.454366,1.227462,0,0,0,1.00164,0.8872,0.268119,1.100606,0.46705
renbesc-36xy.csv,45.751525,1.944085,3.630339,0,0.007589,0.807947,0.967586,0.255026,1.357379,26.565406
besc-373.csv,50.602772,1.489699,2.830479,0,0.019239,1.026309,0.92092,0.335075,0.844265,0.111352
Besc-377.csv,74.486337,3.76614,1.826527,0,2.743841,1.035427,0.881471,0.308933,1.094402,2.620328
besc-378.csv,20.931999,0.775455,0,0,0.027363,1.035337,0.873712,0.280125,0.177652,0
besc-37.csv,89.46438,3.258504,1.555064,0,4.489214,1.030912,0.876323,0.451778,0.599206,0.706719
besc-381.csv,38.709194,1.402533,3.53087,0,0.95423,1.005326,0.922978,0.335299,0.472008,0.057556
besc-388.csv,77.64027,3.580031,1.670168,0,0.363207,1.022259,0.871168,0.353822,1.393616,4.720811
Besc-390.csv,64.540459,1.10409,1.967828,0,0.093378,0.926387,0.908979,0.192412,0.187597,0.427472
Besc-393.csv,159.505239,0,0.568089,0,2.858742,1.034892,0.854213,0.475975,1.184127,3.075283
besc-394.csv,89.043177,1.781793,1.667731,0,0.324241,1.035152,0.941011,0.356039,1.615427,9.598948
besc-40.csv,94.964046,1.391767,4.092515,0,0.03488,1.033668,0.1,0.269094,0.644054,0.0004
besc-411.csv,62.112342,2.159747,2.438589,0,1.668094,1.041582,0.908461,0.370598,1.353604,0.237186
Besc-414.csv,52.421891,3.71738,2.900267,0,1.592633,1.050583,0.828205,0.299182,1.329361,0.346328
Besc-419.csv,56.682783,0.865558,2.187636,0,0.149012,0.759512,1.124487,0.350705,1.319878,50.252406
besc-429.csv,33.534021,2.240895,5.997307,0.016272,0,0.918936,0.98048,0.330722,1.819517,0.882896
besc-431.csv,97.675426,2.078279,1.272643,0,1.741832,1.04667,0.932059,0.378409,1.251995,9.156527
Besc-437.csv,160.795206,0,0.365671,0,5.137684,1.052817,0.857404,0.620948,1.343982,0.050388
besc-438.csv,46.510384,3.890895,4.052319,0,0.444649,1.032059,0.893749,0.27099,0.52132,0.020469
besc-43.csv,39.923741,0.335629,0,9.468387,0.007025,0.966842,0.196764,0.279914,0.761099,0
besc-441.csv,82.745131,1.756267,1.722372,0,4.070737,1.035544,0.924584,0.553569,0.859851,0.514742
besc-442.csv,10.725246,0.350388,8.066267,3.87311,0,0.920478,0.887307,0.163519,0.648283,0.006472
Besc-443.csv,-9999,0,6.900139,9.04006,0,-9999,-9999,0.151669,1.347261,-9999
besc-47.csv,30.692408,1.74783,5.630372,0,0,0.92529,0.992401,0.317957,0.692174,2.706771
Besc-48.csv,20.816098,0.316655,13.633409,0,0.002207,0.675374,0.119577,0.25344,0.226929,0
besc-52.csv,24.275365,3.069518,8.819271,0,0.26271,1.065621,0.885615,0.231753,0.986492,0.004721
besc-58.csv,11.490097,0.533667,10.997892,3.254091,0,0.663008,1.199306,0.260435,0.496828,2.790323
besc-64.csv,89.703266,3.677112,1.441012,0,3.084372,1.056867,0.817409,0.364679,1.718687,1.633478
Besc-66.csv,-9999,0,10.287336,0,0.955742,-9999,-9999,0.578954,0.916977,-9999
besc-68.csv,28.828063,1.430837,5.982532,0,0,0.858646,0.992071,0.365235,1.401823,1.495844
besc-70.csv,82.909639,5.302748,1.7411,0,0.889458,1.051468,0.909219,0.380788,0.976057,6.180248
besc-75.csv,50.304073,3.224886,2.973073,0,0.312589,0.952528,0.973702,0.346969,0.44094,5.076742
besc-76.csv,38.147887,0.607117,2.522215,0,1.420815,0.910439,0.831606,0.300193,1.364142,0.008538
besc-77.csv,67.44079,2.26174,2.058076,0,0.632171,1.021801,0.917886,0.366804,0.622883,2.535593
Besc-79.csv,62.214375,2.113528,1.78495,0,0.014289,0.9689,0.908422,0.175375,0.392116,0.225747
besc-803.csv,109.27219,2.58654,0,0,0,0.993646,0.1,0.209387,1.672487,0.000014
besc-806.csv,35.869443,0.857775,4.46227,0,0.002159,0.953537,0.914335,0.379857,0.752145,0.176881
Besc-816.csv,38.705136,0.41368,3.661236,0,1.519527,0.990805,0.722667,0.135535,0.219229,0.00592
besc-823.csv,70.366057,2.873944,2.328977,0,0.197804,1.066231,0.788805,0.351075,0.3719,0.007224
besc-827.csv,41.620755,1.125686,9.865749,0,0.412922,0.944928,0.449557,0.426983,0.615194,0
besc-829.csv,61.341935,2.645736,2.734968,0,1.564816,1.029455,0.864591,0.377594,0.599798,0.158511
besc-834.csv,77.323344,0.566893,0.680133,0,1.64752,0.975612,0.953559,0.35426,1.884695,9.583372
besc-838.csv,24.746772,0,2.45611,0,0.507802,0.947011,0.872258,0.24055,1.952739,0.015619
besc-840.csv,32.855514,1.289638,4.969975,0,0,0.944776,0.984523,0.34535,2.91578,10.229342
besc-847.csv,29.503846,1.136891,0,0,0,1.027652,0.571412,0.26567,0.522986,0
Besc-848.csv,48.661282,2.115661,2.909246,0,0.323517,1.01039,0.9534,0.313422,1.281938,3.47698
Besc-852.csv,49.14647,1.403097,3.86777,0,0.162012,0.958607,0.851806,0.306251,2.138125,0.008684
besc-855.csv,65.510543,2.117416,1.703454,0,2.081347,1.023402,0.915006,0.332899,1.213367,1.00922
besc-856.csv,29.001596,2.032534,6.536427,0,0,0.956341,0.952195,0.380982,3.929929,4.187607
besc-857.csv,33.749568,1.026738,0,3.904106,0,1.033284,0.884871,0.276096,1.070483,0.000222
besc-85.csv,53.695553,5.010137,5.242904,0,0,0.986858,0.913102,0.298819,0.820663,1.881323
besc-860.csv,42.289043,1.718471,3.630895,0.001968,0,1.023659,0.950222,0.305528,3.504074,1.958378
besc-861.csv,38.388688,0.097514,1.889578,0,0.238541,1.062942,0.849376,0.257225,0.776362,0.901899
besc-866.csv,72.392718,1.309928,1.49044,0,1.283658,1.013486,0.906765,0.355593,1.199196,2.774283
besc-869.csv,41.891452,1.018434,5.337351,0,0.228231,0.990565,0.751468,0.286519,1.111276,0.001954
besc-870.csv,57.414139,1.372798,1.329707,0,1.356092,1.025427,0.943253,0.308146,1.014051,1.717093
Besc-874.csv,39.503021,0,2.324687,0,2.460854,0.936554,0.833304,0.209916,0.317758,0.028197
besc-880.csv,-9999,2.475799,0,0,0.008674,-9999,-9999,0.29948,2.475192,-9999
renbesc-881xy.csv,89.209471,2.757911,2.000034,0,0.221391,1.077372,0.840598,0.318846,2.952161,0.20606
besc-883.csv,20.84397,0.794277,6.725631,0,0.003303,0.920896,0.902336,0.324713,0.776398,0.003084
Besc-886.csv,71.670796,2.208202,1.99677,0,0.586341,1.118646,0.751188,0.250825,5.232346,0.049385
besc-88.csv,51.988215,1.111419,2.707534,0,0.485674,1.018765,0.452286,0.38586,1.084576,0
besc-892.csv,42.506185,0.711701,2.987896,0,0.144925,1.013877,0.267324,0.297304,0.206938,0.000214
besc-893.csv,22.860492,0.437641,4.976736,0,0.000121,0.98106,0.88036,0.329054,1.257244,0.002576
besc-894.csv,30.56125,1.845622,4.673981,0.859039,0,0.933933,0.981772,0.289471,0.52212,4.788603
besc-898.csv,33.008239,1.880661,5.757614,0,0,0.857824,0.974409,0.396399,1.560173,0.763195
besc-902.csv,74.610157,3.140665,1.667405,0,0.507131,1.003829,0.936122,0.335366,2.755985,11.857128
Besc-91.csv,128.313688,1.123499,0.599982,0,3.144901,1.063453,0.842925,0.457817,0.933626,0.300909
besc-94.csv,60.565077,2.80338,2.8363,0,0,1.066603,0.898882,0.312562,1.763737,0.00324
besc-95.csv,21.584379,0.402229,4.198505,0,0.155409,0.939938,0.849878,0.246829,0.512874,0.119244
besc-98.csv,42.981527,1.052836,2.108715,0,0.554715,1.023456,0.887431,0.356096,0.617447,0.020052
besc-99.csv,71.434262,1.712454,1.718925,0,1.08807,1.04793,0.798367,0.329994,3.348814,0.049983
BLCG-28-1.csv,67.577491,0,1.405853,0,2.248908,1.0083,0.817081,0.363348,1.820818,0.046354
CHWH-27-1-25-24.csv,59.624353,0.91827,0,0,0.721089,0.973591,0.830997,0.330938,2.303412,0.008657
CHWH-27-1.csv,72.3928,1.504943,1.470123,0,0.964133,1.009946,0.946306,0.383289,0.635882,8.873685
CHWH-27-3-9-21.csv,111.538797,1.602468,1.250289,0,1.555999,0.988655,0.876625,0.429229,0.865065,3.461092
CHWH-27-5-26-7.csv,55.084917,0.717372,2.965549,0,1.836032,0.851667,0.90371,0.581572,2.191236,2.65624
CHWK-27-3-14-24.csv,-9999,0,0,14.485572,0,-9999,-9999,0.237342,1.528493,-9999
CHWK-27-4-10-26.csv,20.206778,0,7.613831,0,0.154274,0.968439,0.868798,0.232971,0.9411,0.016234
CMBF-28-1-30-18.csv,19.988453,0.50297,7.532998,0,0.033338,0.721734,0.740547,0.28722,0.832498,0.000813
CMBF-28-2-10-22.csv,31.27983,0,1.455468,0,0.054695,0.909849,0.84619,0.203369,1.53863,1.039412
CMBF-28-4-28-12.csv,221.903213,4.972723,0.137503,0,7.681208,1.038081,0.809986,0.735896,1.799192,0.259938
CMBF-28-5-22-20.csv,165.294671,2.829679,0.534946,0,4.671169,1.071541,0.845178,0.551384,0.410614,2.70276
CNYH-28-2-24-13.csv,59.169046,0,2.429344,0,1.696278,0.912372,0.940635,0.526158,1.370729,1.146567
CNYH-28-3-28-15.csv,116.814776,0.930893,1.03011,0,4.395476,0.996212,0.802805,0.617032,2.919606,0.0987
CNYH-28-4-26-6.csv,48.883469,10,10.050211,0.125589,0,0.665497,0.99587,0.938872,360.441469,26.741131
DENA-17-1-5-15.csv,29.623946,0,5.517698,0,0.409968,0.933341,0.960918,0.331858,0.738154,3.83672
DENA-17-1.csv,19.160313,0,5.741159,0,0,0.78043,0.999995,0.166213,1.771214,1.044043
DENA-17-2-15-4.csv,59.294161,0,2.077358,0,1.056807,0.914177,0.922625,0.444893,3.796102,1.028557
DENA-17-3-3-12.csv,74.735158,0,1.051506,0,1.780745,0.928734,0.910308,0.42181,1.286196,6.782704
DENA-24-16.csv,12.42631,0,0,0,0,0.905413,0.874147,0.220663,1.797032,0
DENB-17-1-11-19.csv,9.210918,0,5.673588,0.000089,0,0.665605,0.953631,0.137961,0.380713,0.410714
DENB-17-2-22-14.csv,61.110769,0,1.28888,0,0.998508,1.00967,0.891613,0.328522,3.923391,0.107994
DENB-17-3-34-33.csv,82.997876,0,0.826877,0,2.965005,0.84178,0.767603,0.501938,3.597438,0.586728
DENB-17-4-5-16.csv,67.568412,4.110713,0.984351,0,1.242203,1.017319,0.812799,0.354579,1.247181,1.368753
DENC-17-1-19-30.csv,69.890572,0.26838,1.532561,0,0.824206,1.028509,0.857905,0.296275,0.166824,1.050973
DENC-17-2-15-7.csv,94.064429,0.416021,1.42339,0,1.063006,1.012659,0.799506,0.345882,0.482859,0.060861
DENC-17-3-13-34.csv,53.665737,0,2.720785,0,1.163231,0.925774,0.920561,0.484549,1.372204,0.76492
DENC-17-5-11-29.csv,20.555842,0.140841,1.483032,4.482719,0,0.695349,0.745917,0.223344,0.235243,0.003059
DEND-17-1-11-16.csv,211.036074,1.921435,0.528582,0,2.822226,1.056484,0.740743,0.534411,0.859209,0.111555
DEND-17-4-4-35.csv,23.350634,0,7.828288,0,0.167983,0.61951,1.4,0.363305,0.46085,0.010724
FNYI-28-2-10-25.csv,105.763907,1.088976,1.259249,0,2.14259,1.090003,0.867635,0.427684,2.013014,0.056202
FNYI-28-3-23-13.csv,19.537589,0.524013,6.82448,1.382569,0,0.698962,0.980868,0.278723,0.77284,4.204975
FNYI-28-3.csv,-9999,0.411664,9.365441,0,0.063674,-9999,-9999,0.437714,1.436947,-9999
FNYI-28-4-33-33.csv,121.507232,0,0.205517,0,5.088385,0.949408,0.713255,0.621864,0.551982,0.209472
FNYI-28-5-16-5.csv,110.879048,0.637937,0.842108,0,2.862353,0.925224,0.872725,0.515552,0.867373,3.76448
GLCB-26-1-30-10.csv,32.134563,1.10688,5.310363,0,0.012117,0.93168,0.949837,0.269956,0.198919,2.43822
GLCB-26-1.csv,28.224063,0.003274,6.142454,0,0,0.877469,0.849351,0.175242,1.744078,0.120423
GLCB-26-2-8-24.csv,24.260064,0,0,7.08532,0,0.922179,0.934713,0.319487,0.502033,0.134799
GLCB-26-3-14-35.csv,50.529417,0,3.599223,0,0.96203,1.085204,0.49616,0.423956,1.37538,0
GLCB-26-4-21-7.csv,139.529191,1.237271,0.881242,0,3.129505,1.027857,0.876873,0.516705,0.237103,2.630995
GLCB-26-4-21-7REP2.csv,71.994503,0,1.184745,0,0.943446,0.938657,0.813233,0.359515,4.882544,0.032397
GW-10956.csv,71.551509,5.2109,4.932043,0,0.993239,1.062,0.907863,0.249478,1.77626,5.166494
gw-10988.csv,67.518095,5.420114,2.022137,0,0.519325,1.055538,0.896684,0.335874,1.803922,0.01089
gw-10989.csv,21.461868,0,3.909808,0,0.156269,0.918346,0.880753,0.201906,0.440963,0.013651
GW-10995.csv,133.439813,1.39233,0.637833,0,1.29939,0.995197,0.942853,0.375325,7.116174,31.190291
GW-11019.csv,68.475376,3.590484,2.681363,0,0.18355,0.967605,0.965684,0.266144,1.479583,36.69042
GW-11022.csv,104.99771,1.304704,0.462282,0,3.226686,1.006945,0.904629,0.395728,0.136978,2.763692
gw-11024.csv,46.625678,1.447004,1.571627,1.21212,0,0.895764,0.969179,0.3533,1.072107,6.47465
renGW-11027xy.csv,54.481034,5.974155,5.597167,0,0,0.931612,0.993082,0.289056,3.506596,46.471206
gw-11038.csv,11.550534,0.347004,0,16.207081,0,0.853067,0.78377,0.264528,0.129322,0.001641
GW-11053.csv,21.718639,0,6.111086,0,0.023497,0.851378,0.886846,0.218576,0.343448,0.041708
GW-4597.csv,57.544943,1.583008,0.818281,0,1.840182,1.044457,0.886592,0.296126,1.192676,0.491317
gw-7974.csv,72.618491,2.781624,1.861553,0,0.69626,1.000481,0.930931,0.364725,0.614826,9.457953
gw-7985.csv,246.684153,3.30366,0.709463,0,1.040223,1.045565,0.1,0.341606,2.162706,0.00023
gw-7988.csv,70.285511,2.015998,1.476218,0,1.408914,0.998614,0.924673,0.360719,1.901316,6.434627
gw-7989.csv,61.338991,3.068245,0,2.209952,0.009221,1.01438,0.847665,0.322352,0.412728,0.034999
gw-7990.csv,28.190556,3.822706,0,0,0.198756,0.991354,0.754881,0.244334,2.217317,0
gw-7991.csv,39.809043,2.242593,3.676136,0.714862,0,0.92429,1.002118,0.370412,1.20763,14.330972
GW-7992.csv,-9999,0,6.88115,0,0.801744,-9999,-9999,0.379347,0.700481,-9999
GW-7994.csv,28.405136,0,0,0,0,0.974971,0.922929,0.165655,9.590304,0.257228
gw-9577.csv,52.506445,0,0.000133,0.000818,0,0.955803,0.485543,0.240596,2.861041,0.001147
GW-9578.csv,36.324005,0,4.469323,0,0.105715,0.977952,0.724318,0.356612,0.849988,0
gw-9580.csv,60.908465,0.829745,1.621313,0,0.570322,1.029177,0.814813,0.323761,0.460873,0.011014
gw-9588.csv,70.335863,0.441666,2.221389,0.512284,0,1.042451,0.631013,0.285157,3.919199,0.000782
gw-9595.csv,48.187912,4.116566,4.798045,0,0,1.028902,0.925245,0.334944,2.315807,0.016859
GW-9596.csv,33.072106,0,1.978716,0,0.821191,0.897496,0.961696,0.286509,2.468947,2.562263
gw-9756.csv,47.176965,0.919265,1.710584,0.967535,0,1.051782,0.932433,0.27173,0.974168,0.9873
gw-9766.csv,48.109324,1.995105,0,2.760046,0,0.969878,0.957571,0.350265,1.394957,1.854355
GW-9772.csv,30.50685,1.141083,0,0,0,0.913782,0.971958,0.225533,20.108133,0.016435
gw-9773.csv,41.94089,1.313552,1.88055,0,1.603541,1.046078,0.940208,0.308532,0.385299,0.021485
GW-9774.csv,30.082224,0.780459,3.867031,0,0,0.752347,0.994405,0.179365,0.883694,4.214196
gw-9776.csv,61.628712,1.946929,2.140491,0,0.54326,1.027852,0.907614,0.362835,0.105208,0.038335
GW-9777.csv,72.20725,0,1.460257,0,2.265505,0.880491,0.755904,0.540268,2.825781,0.476942
gw-9781.csv,38.428711,0.428002,3.833043,0,0.479813,0.941354,0.910843,0.331881,2.404241,0.300287
gw-9792.csv,60.744732,5.307035,4.621267,0,1.485199,1.054278,0.878207,0.309102,0.558119,0.499137
gw-9797.csv,49.923198,4.843727,4.487661,0,0,0.992827,0.967162,0.31532,1.473403,6.149974
gw-9801.csv,48.192326,0,1.694333,0,0.710453,0.998787,0.965341,0.292116,1.69935,5.222968
gw-9803.csv,51.020403,0.56254,0.691058,0,0.304465,1.024769,0.894206,0.310186,1.191787,0.009347
GW-9805.csv,41.303047,0.878746,2.93711,0,0.111864,0.929007,0.99614,0.339652,0.668183,3.753949
GW-9807.csv,32.259833,2.349849,0,0,0,0.913412,1.155959,0.293465,14.851045,11.351638
gw-9810.csv,34.344054,1.509869,3.380145,0,1.293592,0.946615,0.805468,0.294868,0.528383,0.000323
gw-9811.csv,28.961773,0.769765,6.515697,0,0,1.027238,0.85996,0.323465,0.755738,0.0003
gw-9815.csv,88.905699,1.973675,1.258153,0,1.872721,1.024031,0.918789,0.383204,0.916057,2.568696
gw-9817.csv,94.147084,0.810251,0.867237,0,1.803617,1.039574,0.91395,0.358262,2.616965,4.007512
gw-9821.csv,50.49556,0.693085,0,0,0.534817,1.041891,0.675081,0.250691,1.404743,0.00404
GW-9828.csv,-9999,0,4.137686,0,0.396603,-9999,-9999,0.296379,0.844612,-9999
gw-9838.csv,82.586858,2.601084,2.132435,0,0.357028,1.016831,0.862358,0.376462,0.935499,0.048967
GW-9839.csv,145.766806,0,0.371565,0,3.842469,0.95552,0.764422,0.586833,1.530477,0.997085
gw-9848.csv,51.313075,0.600758,1.271032,0,1.783023,0.983741,0.888383,0.32268,0.756341,0.185092
