num_id,id,Duplicate,Av_Diameter_mm,Height_cm,Leaf_Area_cm2,Av_SLA _mg/cm2,Jmax25,Rdlight25,Resistwp25,Resistch25,gamma*25,phifactor,thetafactor,betaPSII,Flu.Anet.SumSqure,Flu.Electron.SumS,ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend
211,GW-10956.csv,Unique,9.88,224,,,71.551509,5.2109,4.932043,0,0.993239,1.062,0.907863,0.249478,1.77626,5.166494,1,157.421689,0.026184,5.47747,-6.02219,0.053164,0.000003,0.510818,5.156028,-2.329515,0
212,gw-10988.csv,Unique,15.73,316,58.38,11.49350649,67.518095,5.420114,2.022137,0,0.519325,1.055538,0.896684,0.335874,1.803922,0.01089,1,122.746122,0.041906,9.721348,-6.508153,0.065149,0.000314,0.493239,5.834249,-3.519676,0
213,gw-10989.csv,Unique,11.34,227.5,71.49,4.675324675,21.461868,0,3.909808,0,0.156269,0.918346,0.880753,0.201906,0.440963,0.013651,1,4.192799,0.03038,4.612071,-0.127911,0.030632,0,0.324759,5.188031,-2.008085,0
214,GW-10995.csv,Unique,12.92,224,30.21,4.87012987,133.439813,1.39233,0.637833,0,1.29939,0.995197,0.942853,0.375325,7.116174,31.190291,1,31.510096,0.059796,22.020229,-1.954805,0.064311,0.000181,0.537278,5.766379,-2.985428,0
215,GW-11019.csv,Unique,12.22,242,142.69,5.714285714,68.475376,3.590484,2.681363,0,0.18355,0.967605,0.965684,0.266144,1.479583,36.69042,1,88.832538,0.041374,11.95037,-4.243451,0.054651,0.00004,0.472083,5.974023,-3.031792,0
216,GW-11022.csv,Unique,11.38,209,115.7,4.415584416,104.99771,1.304704,0.462282,0,3.226686,1.006945,0.904629,0.395728,0.136978,2.763692,1,34.289712,0.049765,14.289385,-1.788271,0.054561,0.000527,-0.622901,0.745091,-0.000453,-0.000304
217,gw-11024.csv,Unique,10.955,238.5,29.82,5.162337662,46.625678,1.447004,1.571627,1.21212,0,0.895764,0.969179,0.3533,1.072107,6.47465,1,37.566485,0.071857,10.204413,-3.063627,0.091954,0.000015,0.025277,0.713715,-0.001123,-0.000159
218,GW-11027.csv,Sameleaf_Dup,9.54,149,89.48,4.545454545,77.721276,1.206244,2.057043,0,1.604984,0.991687,0.773339,0.285469,1.974886,0.029768,1,41.202644,0.042244,8.404597,-1.923271,0.051376,0.000104,-0.096023,0.706808,-0.000559,-0.000242
219,GW-11027.csv,Unique,9.54,149,73.96,4.545454545,54.481034,5.974155,5.597167,0,0,0.931612,0.993082,0.289056,3.506596,46.471206,1,150.960198,0.03506,7.536762,-7.483037,0.06702,0.000005,0.450729,7.48832,-4.112668,0
220,gw-11038.csv,Unique,12.87,248.5,35.54,3.506493506,11.550534,0.347004,0,16.207081,0,0.853067,0.78377,0.264528,0.129322,0.001641,1,10.157638,0.033808,2.126338,-0.372306,0.039648,0,0.184467,5.916049,-2.644587,0
221,GW-11053.csv,Unique,4.485,96,50.93,1.233766234,21.718639,0,6.111086,0,0.023497,0.851378,0.886846,0.218576,0.343448,0.041708,1,-3.023165,0.034551,5.617423,0.103516,0.033933,0.000018,0.060047,0.652756,-0.001299,-0.000093
222,GW-11053.csv,Clone_Dup,14.28,217,67.27,5.779220779,52.514915,4.626422,0.353941,2.396592,0,0.986444,0.96836,0.307534,0.329559,5.553309,1,111.281502,0.046053,8.406124,-4.82811,0.033326,0.000011,0.461054,9.348324,-6.738588,0
223,GW-4597.csv,Unique,14.115,217,65.98,5.519480519,57.544943,1.583008,0.818281,0,1.840182,1.044457,0.886592,0.296126,1.192676,0.491317,1,42.117038,0.043425,9.493948,-2.005222,0.05202,0.000185,0.468289,6.704269,-3.070662,0
224,gw-7974.csv,Unique,14.095,311.5,49.75,3.225108225,72.618491,2.781624,1.861553,0,0.69626,1.000481,0.930931,0.364725,0.614826,9.457953,1,52.137584,0.05352,11.839297,-3.04859,0.063397,0.000155,0.472394,4.569155,-2.296221,0
225,gw-7985.csv,Unique,14.28,259.5,58.56,0.649350649,246.684153,3.30366,0.709463,0,1.040223,1.045565,0.1,0.341606,2.162706,0.00023,1,78.871675,0.049021,9.061242,-4.043464,0.050508,0.000016,0.480935,8.378545,-5.527745,0
226,gw-7988.csv,Unique,16.705,312,64,3.354978355,70.285511,2.015998,1.476218,0,1.408914,0.998614,0.924673,0.360719,1.901316,6.434627,1,39.915654,0.052105,11.043214,-2.272933,0.062022,0.000176,-0.078771,0.754526,-0.000794,-0.000253
227,gw-7989.csv,Unique,16.13,283,144.34,5.519480519,61.338991,3.068245,0,2.209952,0.009221,1.01438,0.847665,0.322352,0.412728,0.034999,1,68.026769,0.045974,9.946149,-3.087802,0.04267,0.000025,0.432017,2.522227,-0.860977,0
228,gw-7990.csv,Unique,14.52,284.5,33.35,6.688311688,28.190556,3.822706,0,0,0.198756,0.991354,0.754881,0.244334,2.217317,0,1,112.183811,0.0305,2.426824,-5.382735,0.056541,0,0.326359,2.587208,-0.907457,0
229,gw-7991.csv,Unique,9.515,248,52.36,5.233766234,39.809043,2.242593,3.676136,0.714862,0,0.92429,1.002118,0.370412,1.20763,14.330972,1,43.575956,0.057321,7.28239,-2.697226,0.065044,0,0.355801,4.506671,-2.18119,0
230,GW-7992.csv,Unique,3.245,56,22.92,1.363636364,NA,0,6.88115,0,0.801744,NA,NA,0.379347,0.700481,NA,1,-3918.453828,0.000677,185.384328,2.834939,0.000771,0.0008,0.061367,0.727909,-0.002843,-0.000017
231,GW-7994.csv,Unique,8.03,214,35.78,2.402597403,28.405136,0,0,0,0,0.974971,0.922929,0.165655,9.590304,0.257228,1,12.545088,0.046616,7.820102,-0.606247,0.050072,0,0.390256,2.722986,-0.83633,0
232,gw-9577.csv,Unique,9.965,177,39.21,1.883116883,52.506445,0,0.000133,0.000818,0,0.955803,0.485543,0.240596,2.861041,0.001147,1,4.024366,0.043204,8.325227,-0.175612,0.044073,0.000072,0.054151,0.685559,-0.001119,-0.000133
233,GW-9578.csv,Unique,3.975,75,21.51,2.207792208,36.324005,0,4.469323,0,0.105715,0.977952,0.724318,0.356612,0.849988,0,1,-4.138546,0.057085,6.533365,0.232174,0.055126,0.000001,0.06669,0.718117,-0.002055,-0.000047
234,gw-9580.csv,Unique,14.805,263.5,38.6,7.662337662,60.908465,0.829745,1.621313,0,0.570322,1.029177,0.814813,0.323761,0.460873,0.011014,1,19.639175,0.053411,10.510155,-1.094567,0.058092,0.000077,0.429296,4.114657,-1.934586,0
235,gw-9588.csv,Unique,15.655,205.5,82.78,5.480519481,70.335863,0.441666,2.221389,0.512284,0,1.042451,0.631013,0.285157,3.919199,0.000782,1,19.045853,0.053638,8.13901,-1.029233,0.054101,0.000001,0.379649,3.613029,-1.561825,0
236,gw-9595.csv,Unique,13.39,248,45.95,8.354978355,48.187912,4.116566,4.798045,0,0,1.028902,0.925245,0.334944,2.315807,0.016859,1,94.732039,0.040883,7.832619,-3.876558,0.036865,0.000015,0.410457,5.007737,-2.312058,0
237,GW-9596.csv,Unique,7.215,107.5,47.82,3.571428571,33.072106,0,1.978716,0,0.821191,0.897496,0.961696,0.286509,2.468947,2.562263,1,-77.055059,0.02298,7.595786,1.776395,0.022427,0.000048,0.069823,0.717948,-0.001225,-0.000126
238,gw-9756.csv,Unique,14.93,274.5,38.33,9.199134199,47.176965,0.919265,1.710584,0.967535,0,1.051782,0.932433,0.27173,0.974168,0.9873,1,23.847175,0.050477,10.929922,-1.248248,0.054195,0.000056,0.45534,7.77572,-4.890591,0
239,gw-9766.csv,Unique,12.485,226.5,66.14,2.467532468,48.109324,1.995105,0,2.760046,0,0.969878,0.957571,0.350265,1.394957,1.854355,1,41.498659,0.055069,10.841189,-2.395142,0.059848,0.00003,0.411218,6.035693,-3.362086,0
240,GW-9772.csv,Unique,,,,,30.50685,1.141083,0,0,0,0.913782,0.971958,0.225533,20.108133,0.016435,1,86.309118,0.019049,7.69477,-1.627071,0.018656,0,0.379193,5.841713,-8.636079,0
241,gw-9773.csv,Unique,15.43,249.5,105.46,7.987012987,41.94089,1.313552,1.88055,0,1.603541,1.046078,0.940208,0.308532,0.385299,0.021485,1,32.066617,0.04887,5.710058,-1.775739,0.062274,0.000001,0.423038,4.168166,-1.526751,0
242,GW-9774.csv,Unique,8.74,219,65.53,2.402597403,30.082224,0.780459,3.867031,0,0,0.752347,0.994405,0.179365,0.883694,4.214196,1,34.257714,0.021776,7.695736,-0.762369,0.022701,0.000331,-0.405372,0.625286,-0.000495,-0.000278
243,gw-9776.csv,Unique,12.99,278,96.87,6.196660482,61.628712,1.946929,2.140491,0,0.54326,1.027852,0.907614,0.362835,0.105208,0.038335,1,38.959107,0.052476,9.633283,-2.103826,0.054784,0.00001,0.448399,4.405809,-2.164544,0
244,GW-9777.csv,Unique,7.04,206,71.33,1.883116883,72.20725,0,1.460257,0,2.265505,0.880491,0.755904,0.540268,2.825781,0.476942,1,-38.026915,0.04865,9.983051,1.696014,0.040757,0.000093,0.086699,0.647712,-0.001149,-0.000098
245,gw-9781.csv,Unique,13.805,263,39.6,4.480519481,38.428711,0.428002,3.833043,0,0.479813,0.941354,0.910843,0.331881,2.404241,0.300287,1,12.791535,0.058949,6.621814,-0.796983,0.065777,0.000001,0.057716,0.717728,-0.001362,-0.000115
246,gw-9792.csv,Unique,9.51,106.5,43.79,5.151515152,60.744732,5.307035,4.621267,0,1.485199,1.054278,0.878207,0.309102,0.558119,0.499137,1,139.597044,0.028186,5.056561,-5.809157,0.05821,0.000068,-0.087845,0.766759,-0.000828,-0.000259
247,gw-9797.csv,Unique,14.83,234.5,29.77,8.116883117,49.923198,4.843727,4.487661,0,0,0.992827,0.967162,0.31532,1.473403,6.149974,1,114.982347,0.039805,7.992891,-4.682762,0.036742,0.000032,0.439063,8.560623,-5.114877,0
248,gw-9801.csv,Unique,12.725,247,43.4,8.095238095,48.192326,0,1.694333,0,0.710453,0.998787,0.965341,0.292116,1.69935,5.222968,1,7.147111,0.060387,9.510225,-0.441027,0.063044,0.000024,0.447329,8.620299,-4.360926,0
249,gw-9803.csv,Unique,12.485,242,94.26,5.367965368,51.020403,0.56254,0.691058,0,0.304465,1.024769,0.894206,0.310186,1.191787,0.009347,1,16.933018,0.056562,10.226831,-0.985012,0.059727,0.000018,0.42323,5.805868,-3.195817,0
250,GW-9805.csv,Unique,6.55,156.5,43.39,2.792207792,41.303047,0.878746,2.93711,0,0.111864,0.929007,0.99614,0.339652,0.668183,3.753949,1,20.068973,0.05212,8.87948,-1.034705,0.050586,0.000001,-0.008093,0.750915,-0.001164,-0.000185
251,GW-9807.csv,Unique,,,,,32.259833,2.349849,0,0,0,0.913412,1.155959,0.293465,14.851045,11.351638,1,72.760207,0.055427,9.028495,-4.762443,0.075231,0,0.392341,5.749341,-8.654039,0
252,gw-9810.csv,Unique,7.68,190.5,44.85,4.902597403,34.344054,1.509869,3.380145,0,1.293592,0.946615,0.805468,0.294868,0.528383,0.000323,1,47.069005,0.043115,2.786926,-1.555456,0.014671,0,0.310299,4.570377,-2.321694,0
253,gw-9811.csv,Unique,10.265,262,69.01,3.571428571,28.961773,0.769765,6.515697,0,0,1.027238,0.85996,0.323465,0.755738,0.0003,1,14.046147,0.048343,4.973996,-0.713922,0.053295,0,0.294823,4.283055,-1.915839,0
254,gw-9815.csv,Unique,14.36,283.5,100.45,9.301948052,88.905699,1.973675,1.258153,0,1.872721,1.024031,0.918789,0.383204,0.916057,2.568696,1,40.913776,0.054783,14.684795,-2.40406,0.062878,0.000602,0.51948,6.56507,-3.173568,0
255,gw-9817.csv,Unique,14.665,275.5,42.54,7.121212121,94.147084,0.810251,0.867237,0,1.803617,1.039574,0.91395,0.358262,2.616965,4.007512,1,19.083425,0.058899,13.166146,-1.169532,0.063723,0.000238,-0.457864,0.76646,-0.000548,-0.00032
256,gw-9821.csv,Unique,14.8,251.5,44.07,4.951298701,50.49556,0.693085,0,0,0.534817,1.041891,0.675081,0.250691,1.404743,0.00404,1,24.171292,0.051502,6.642272,-1.364057,0.061642,0.000539,0.531417,7.031017,-3.57192,0
257,GW-9828.csv,Unique,4.59,97,40.03,1.558441558,NA,0,4.137686,0,0.396603,NA,NA,0.296379,0.844612,NA,1,-2.269339,0.055593,5.437242,0.124752,0.054357,0,0.072,0.775827,-0.001978,-0.000068
258,gw-9838.csv,Unique,15.73,266,66.63,5.441558442,82.586858,2.601084,2.132435,0,0.357028,1.016831,0.862358,0.376462,0.935499,0.048967,1,45.442371,0.057253,12.432234,-2.772091,0.064483,0.000099,-0.144922,0.736039,-0.000744,-0.00027
259,GW-9839.csv,Unique,11.76,224,73.83,3.636363636,145.766806,0,0.371565,0,3.842469,0.95552,0.764422,0.586833,1.530477,0.997085,1,-9.677745,0.060887,14.716445,0.578521,0.058681,0.000319,-0.002566,0.68899,-0.000572,-0.000212
260,GW-9841.csv,Unique,10.205,150,55.03,2.337662338,51.566217,1.425225,3.150678,0,0,0.981287,0.901505,0.33679,0.902283,0.063258,1,31.172472,0.053107,10.013771,-1.677117,0.053944,0.000008,0.400879,3.732209,-1.722376,0
261,gw-9848.csv,Unique,11.145,173,79.91,4.166666667,51.313075,0.600758,1.271032,0,1.783023,0.983741,0.888383,0.32268,0.756341,0.185092,1,16.837267,0.048094,8.352607,-0.848147,0.052715,0.000042,0.416981,7.753151,-3.717518,0
262,GW-9850.csv,Unique,11.58,235,28.4,4.545454545,47.553889,0.868477,1.488371,0,0.474228,0.957149,0.994875,0.225897,6.827366,34.229165,1,36.093516,0.054118,9.036928,-2.16732,0.066341,0,-0.017061,0.778886,-0.000652,-0.000127
263,gw-9858.csv,Unique,6.21,88.5,20.16,1.818181818,NA,0.324032,10.678917,10.023877,0,NA,NA,0.35126,0.343269,NA,1,8.67805,0.030159,1.564207,-0.253842,0.028362,0,0.045233,0.638501,-0.003978,-0.000001
264,gw-9863.csv,Unique,13.66,268,73.34,5.952380952,48.083112,1.385139,2.828906,0,0.474835,0.984885,0.834373,0.320715,0.695,0.026125,1,33.436263,0.047045,8.212644,-1.696915,0.054493,0.000025,0.401177,9.052807,-6.396049,0
265,gw-9866.csv,Unique,12.405,245,70.94,5.506493506,28.891024,0.689655,5.498615,0,0,0.935646,0.973688,0.282618,0.899601,0.640639,1,17.404194,0.050671,6.392611,-0.943249,0.057869,0.000003,0.346558,8.232978,-5.28287,0
266,gw-9870.csv,Unique,14.4,271,47.54,6.558441558,36.547989,1.432519,4.575345,0,0,1.018491,0.946188,0.29643,1.113107,0.026978,1,34.377495,0.043666,7.346142,-1.480873,0.041544,0.000001,0.389112,7.484762,-3.983286,0
267,GW-9871.csv,Unique,,,,,21.977167,2.19654,0,0,0,0.784159,1.109962,0.250576,119.485762,1.0746,1,261.68137,0.026726,6.116375,-5.344925,0.015202,0,0.352374,2.651064,-2.510344,0
268,gw-9873.csv,Unique,15.6,193,44.13,4.891774892,36.491108,1.405447,4.08832,0,0.010393,0.975097,0.962346,0.307548,0.551468,0.03865,1,31.574377,0.050404,7.237123,-1.661924,0.054277,0.000001,0.37,3.726451,-1.60132,0
269,gw-9876.csv,Unique,11.84,254.5,12.15,5.032467532,58.955421,3.668534,2.470171,0,0.667364,0.994164,0.926184,0.290016,1.060604,1.728421,1,85.16853,0.038417,9.245577,-3.877862,0.05334,0.000329,0.46746,3.790996,-1.328647,0
270,gw-9877.csv,Unique,14.835,269,66.56,9.298701299,71.039161,2.53149,2.498465,0,0,1.053878,0.894663,0.331167,0.468401,0.015543,1,50.510778,0.052094,13.311119,-2.627351,0.050992,0.000086,0.470654,3.247794,-1.380124,0
271,gw-9878.csv,Unique,9.85,202,19.26,5.974025974,55.305372,1.1447,1.498944,0.93072,0,1.030508,0.936516,0.318944,0.751617,4.9306,1,24.632776,0.056951,12.857056,-1.448571,0.060585,0.0001,0.450682,6.295705,-3.735889,0
272,gw-9888.csv,Unique,14.3,279,71.21,5.064935065,51.958802,0,0,0,0.239287,1.040981,0.868964,0.238021,6.226584,0.044555,1,19.030085,0.062355,11.226077,-1.247387,0.068832,0.000067,-0.040732,0.759301,-0.000789,-0.000241
273,gw-9889.csv,Unique,9.765,198,38.7,2.662337662,20.025732,0.323042,0,0,0,0.91501,0.961468,0.202511,1.184808,1.009502,1,14.563882,0.035064,5.349466,-0.535072,0.038465,0.000013,0.065954,0.730659,-0.001577,-0.000091
274,gw-9890.csv,Unique,6.22,146,40.95,1.964285714,29.045051,0.832946,0,8.510331,0,0.960026,0.640895,0.296043,0.364838,0,1,19.917096,0.039105,3.441782,-0.871955,0.048796,0,0.252433,3.072476,-1.139981,0
275,gw-9891.csv,Unique,11.855,245,67.69,4.025974026,75.188703,1.70369,1.564569,0,2.502376,1.037336,0.904231,0.382422,0.538485,2.218193,1,37.208933,0.050031,10.446898,-2.025642,0.05906,0.000156,-0.078663,0.764375,-0.000752,-0.000258
276,GW-9892.csv,Unique,13.46,187,51.19,4.480519481,102.701406,1.158,1.073888,0,3.854755,1.026947,0.895549,0.514524,1.009774,2.02603,1,20.862324,0.059273,11.136755,-1.303192,0.065755,0.000088,0.474831,9.510486,-5.169265,0
277,GW-9895.csv,Unique,5.305,84,65.8,5.324675325,89.631891,1.087328,2.715123,0,4.449801,0.913844,0.865664,0.8732,3.642261,0.187773,1,14.203608,0.089508,6.258426,-1.404293,0.108809,0,0.059906,0.688343,-0.001534,-0.000082
278,gw-9896.csv,Unique,11.25,190,131,6.660482375,115.729321,1.376467,0.884769,0,3.009165,1.057519,0.868719,0.408103,1.466649,2.500939,1,27.688651,0.054558,13.864147,-1.588622,0.060266,0.000442,0.533714,5.733543,-2.598131,0
279,gw-9903.csv,Unique,14.38,283,43.33,7.121212121,49.099898,0,0,0,0.014002,1.032312,0.862999,0.212023,5.166846,0.34043,1,17.336346,0.054496,11.458229,-0.981929,0.05883,0.000426,0.518166,6.711136,-3.335848,0
280,gw-9905.csv,Unique,14.135,200,28.14,4.87012987,47.728293,2.101346,3.711267,0,0,1.005685,0.902334,0.337122,0.667146,0.085071,1,41.364962,0.052215,9.049643,-2.32177,0.05972,0.000016,0.394899,7.698423,-4.734002,0
281,gw-9907.csv,Unique,13.095,236,160.06,5.38961039,76.812634,3.308798,2.117415,0,0.064,0.999292,0.95872,0.353852,1.647089,8.999428,1,61.245432,0.054538,14.91011,-3.418955,0.05616,0.000221,0.493519,9.52667,-6.879702,0
282,gw-9910.csv,Unique,14.73,202,87.51,5.324675325,41.864362,1.703555,0,4.819533,0,0.89429,0.722787,0.411348,1.748567,0.001868,1,32.357712,0.042027,6.390767,-1.50365,0.051161,0.000014,0.27728,7.26543,-4.568925,0
283,gw-9911.csv,Unique,14.845,275,57.44,4.848484848,55.903368,0.927035,5.033216,0,0.419578,1.052825,0.625503,0.353189,1.170901,0.001525,1,16.766992,0.05088,5.438262,-0.921397,0.059223,0.000001,0.068367,0.742659,-0.001433,-0.000112
284,gw-9913.csv,Unique,10.195,239,43.59,4.902597403,19.792912,0.240632,0,7.781031,0,0.842714,0.983846,0.268893,1.721969,2.779955,1,-4.47637,0.029505,4.951502,0.130376,0.028749,0.00002,0.279325,7.40261,-3.149057,0
285,gw-9915.csv,Unique,11.405,273,76.04,6.558441558,55.441996,3.901235,3.253122,0,0,1.017405,0.931625,0.320555,1.498866,3.600373,1,84.166561,0.042315,10.44839,-3.815216,0.047177,0.000158,0.446393,6.918903,-3.772959,0
286,GW-9917.csv,Unique,8.4,175,52.11,2.597402597,23.179545,1.334173,0,0,0,0.965992,0.884477,0.156968,0.949843,0.895679,1,62.276558,0.019766,4.767016,-1.397915,0.025341,0.000163,0.071271,0.745491,-0.001238,-0.000137
287,gw-9919.csv,Unique,13.51,299,66.75,7.288961039,328.328652,2.408707,0,1.18857,0.023074,1.09667,0.1,0.310961,0.145534,0.000287,1,51.104732,0.050618,12.85654,-2.641281,0.052491,0.000018,0.511539,7.073219,-4.725132,0
288,gw-9921.csv,Unique,7.93,149.5,49.44,2.88961039,25.263566,1.715187,1.330853,4.810061,0,0.865125,0.994504,0.349922,1.30103,4.309086,1,37.383013,0.039931,4.950534,-1.733624,0.053429,0.000003,0.057046,0.711896,-0.001959,-0.000054
289,gw-9922.csv,Unique,14.16,267,41.72,8.506493506,38.990606,3.260626,1.603265,0,0.009037,1.043685,0.920671,0.289885,1.017888,0.043868,1,77.5545,0.041552,6.678817,-4.047858,0.064116,0.000028,0.413273,3.650603,-1.576807,0
290,gw-9952.csv,Unique,8.555,140,21.4,2.857142857,40.561869,1.473257,3.92004,0.997736,0,1.016366,0.850948,0.307281,1.442887,0.000031,1,31.140694,0.049326,6.487576,-1.724828,0.061885,0.000006,0.023767,0.740812,-0.001431,-0.000131
291,GW-9955.csv,Unique,11.9,175,59.87,3.701298701,47.534033,1.891736,3.364205,0,0.932198,0.964767,0.925709,0.272214,0.232277,2.247711,1,59.183124,0.038974,6.908128,-2.620133,0.049551,0.000028,-0.006098,0.742036,-0.000789,-0.000223
292,gw-9958.csv,Unique,15.545,274,84.22,5.378787879,83.075053,3.936568,1.230537,0,3.327521,1.008001,0.918333,0.389734,0.623644,0.657737,1,88.298893,0.04136,8.776631,-4.443581,0.060234,0.000179,-0.199981,0.745888,-0.000668,-0.000286
293,GW-9959.csv,Unique,11.975,215.5,67.34,3.636363636,14.881946,0,10.581513,0,0.947941,0.9061,0.923294,0.233239,0.276808,0.098811,1,-2518.730383,0.000764,166.032931,1.95764,0.00079,0.000803,0.067092,0.731263,-0.002615,-0.000023
294,gw-9964.csv,Unique,16.09,299,68.75,8.744588745,64.693439,3.206199,1.514352,0,2.435099,1.009427,0.932892,0.359417,0.637754,2.680519,1,75.945928,0.041338,8.207291,-3.779687,0.059122,0.000124,0.469421,9.584891,-5.626062,0
295,gw-9965.csv,Unique,12.93,266,76.88,7.207792208,69.552392,2.734512,2.539805,0,0,1.013528,0.958248,0.336559,1.061317,5.466611,1,58.298455,0.051906,14.852881,-2.907835,0.046516,0.000119,0.497988,3.361808,-1.625157,0
296,gw-9968.csv,Unique,6.255,95,31.28,1.861471861,16.006897,0.952494,19.608897,0,0,0.930368,0.848836,0.346806,0.853898,0,1,24.501865,0.026165,2.079841,-0.747438,0.035273,0,0.184959,4.920899,-2.309623,0
297,gw-9969.csv,Unique,12.03,250,29.16,2.077922078,NA,0.817667,0,0,0,NA,NA,0.284529,1.233396,NA,1,25.270657,0.045497,3.971081,-1.213324,0.049556,0,0.041296,0.731113,-0.002247,-0.000045
298,gw-9971.csv,Unique,9.09,241.5,63.1,6.883116883,37.867115,4.20696,0,4.115425,0,0.918901,0.935292,0.310396,2.586298,0.859923,1,123.035445,0.027577,5.279691,-4.062638,0.036693,0.000039,0.362692,9.099952,-5.897727,0
299,HARA-26-2.csv,Unique,5.87,129,44.5,2.012987013,NA,0,5.887758,0,0.441699,NA,NA,0.316391,0.501687,NA,1,-54.453742,0.03342,4.307223,1.489198,0.022034,0.000002,0.07144,0.761624,-0.002602,-0.000028
300,HARB-26-1.csv,Unique,11.33,257,104.77,2.987012987,25.535392,0.37537,0.469701,0,0.334931,0.856732,0.843699,0.223131,2.059037,0.018631,1,23.611862,0.045062,5.39657,-1.17226,0.054511,0.000002,0.323916,7.418929,-3.883122,0
301,HARB-26-2.csv,Unique,9.59,210,39.22,2.987012987,27.459053,0.663618,7.199079,0,0,0.939428,0.750439,0.231546,0.923366,0.00005,1,23.156213,0.040845,4.719019,-1.043853,0.049576,0.000001,0.325665,7.068985,-11.014612,0
302,HARB-26-4.csv,Unique,10.72,211,47.77,3.051948052,18.035163,1.276267,8.676661,0,0.026759,0.947834,0.948897,0.290343,0.20422,0.071312,1,31.906511,0.038678,3.172443,-1.499424,0.05635,0,0.062476,0.748793,-0.002583,-0.000028
303,HARC-26-2.csv,Unique,13.315,263,56.8,5.064935065,68.216819,1.421359,0.72916,0,1.508101,1.026597,0.898445,0.313672,0.988954,0.031843,1,47.401353,0.054554,9.506684,-2.801818,0.063462,0.000009,-1.26599,0.749903,-0.000578,-0.00041
304,HARC-26-3.csv,Unique,6.915,162,52.4,1.948051948,61.164308,0,1.781248,0,1.157301,0.921099,0.860161,0.4208,2.039085,0.063292,1,-9.036757,0.057576,10.63415,0.508442,0.054969,0.000064,0.040534,0.684979,-0.0011,-0.000142
305,HARC-26-4.csv,Unique,10.62,245,50.7,3.571428571,91.527634,1.278552,0.765709,0,1.744823,1.05652,0.829699,0.367778,1.238193,1.48412,1,30.740221,0.053963,11.189543,-1.77917,0.061947,0.000153,-0.033802,0.767903,-0.000683,-0.000245
306,HARC-26-5.csv,Unique,7.85,173,44.68,1.363636364,82.10057,1.41608,1.514059,0,2.931328,0.958708,0.786687,0.527252,0.751226,0.020234,1,26.313306,0.055351,9.885215,-1.562502,0.063576,0.000061,0.391918,7.250519,-3.915421,0
307,HOMA-21-1.csv,Unique,8.25,208.5,55.54,2.207792208,32.447665,1.682036,0,3.675811,0,0.695283,1.009504,0.32259,3.727231,11.919863,1,45.35235,0.031766,7.052234,-1.500158,0.034071,0.00004,-0.017628,0.592203,-0.000889,-0.000155
308,HOMA-21-4.csv,Unique,9.5,167,24.86,2.727272727,181.576192,2.653478,0.696954,0,6.274525,1.00679,0.866612,0.76902,1.574034,5.974646,1,45.170656,0.065663,15.826559,-3.231456,0.077668,0.00043,0.506194,8.005594,-4.294902,0
309,HOMA-21-5.csv,Unique,10.615,289,58.34,2.402597403,100.030997,0.640401,1.51466,0,3.175369,1.022096,0.826078,0.388091,1.497359,0.273194,1,14.814947,0.049138,10.47452,-0.752297,0.052452,0.000155,-0.070553,0.734458,-0.000646,-0.000247
310,HOMB-21-2.csv,Unique,12.195,178,51.04,3.636363636,138.141214,2.574564,0.444902,0.475587,2.39047,1.023801,0.855675,0.489423,0.322285,1.590087,1,43.273873,0.061071,15.792799,-2.821495,0.069357,0.000432,-0.258912,0.743132,-0.000521,-0.000279
311,HOMB-21-4.csv,Unique,6.93,97,50.93,2.012987013,6.93952,0,0,0,0,0.522612,1.175242,0.200018,1.262561,0.554059,1,-54.261136,0.011944,2.405391,0.57037,0.009191,0.00002,0.040839,0.517356,-0.001926,-0.000015
312,HOMC-21-3.csv,Unique,8.33,165,66.94,2.402597403,34.329481,1.003267,2.939707,0,0.026356,0.91912,0.891706,0.23225,0.395739,0.845682,1,36.378199,0.03562,7.895042,-1.384907,0.040567,0.000098,0.05738,0.69785,-0.001024,-0.000151
313,HOMD-21-1.csv,Unique,9.365,244,86.95,2.987012987,105.085601,0,0.991741,0,2.309156,0.954796,0.863472,0.484502,0.459912,1.314144,1,7.491058,0.069926,14.374962,-0.532713,0.072312,0.000159,-0.060273,0.703398,-0.000696,-0.000233
314,HOMD-21-2.csv,Unique,7.74,150,48.95,2.272727273,73.822608,0.437263,1.212193,0,2.141108,1.014728,0.896264,0.494427,2.770768,0.04399,1,12.707186,0.079277,9.59956,-1.05913,0.087541,0.000003,0.440072,3.615397,-1.290855,0
315,HOMD-21-3.csv,Unique,7.35,199,74.5,2.792207792,99.443545,0.178773,0.891626,0,3.169862,0.916665,0.880125,0.513091,1.089607,4.094292,1,3.926183,0.060612,13.737895,-0.239889,0.06159,0.000245,0.420245,4.213375,-1.715973,0
316,HOMD-21-4.csv,Clone_Dup,6.105,141,49.86,3.246753247,28.635754,0,7.521152,0,0.033735,1.024138,0.623075,0.252247,0.171664,0,1,-21.115993,0.034373,4.644559,0.673072,0.029495,0.000003,0.070652,0.725452,-0.002048,-0.000048
