num_id,id,Duplicate,Av_Diameter_mm,Height_cm,Leaf_Area_cm2,Av_SLA _mg/cm2,Jmax25,Rdlight25,Resistwp25,Resistch25,gamma*25,phifactor,thetafactor,betaPSII,Flu.Anet.SumSqure,Flu.Electron.SumS,ALightcurveNo,PARatZeroAnet,der_atPAR,Asat_ALight,ALightIntercept,der_atIntercept,der_atPARend,PhiPSIIsat_ALight,PhiPSIILightIntercep,der_atIntercept,der_atPhiPSIIend
100,Besc-377.csv,Unique,11.845,283,40.72,4.935064935,74.486337,3.76614,1.826527,0,2.743841,1.035427,0.881471,0.308933,1.094402,2.620328,1,97.699244,0.033891,7.867384,-4.063543,0.050225,0.000262,-0.053042,0.767632,-0.000744,-0.000251
101,besc-378.csv,Unique,6.76,163,51.38,4.188311688,20.931999,0.775455,0,0,0.027363,1.035337,0.873712,0.280125,0.177652,0,1,19.489671,0.042608,4.528082,-0.90918,0.050924,0.000001,0.065792,0.746691,-0.002296,-0.00004
102,besc-381.csv,Unique,12.55,190,41.32,6.19047619,38.709194,1.402533,3.53087,0,0.95423,1.005326,0.922978,0.335299,0.472008,0.057556,1,29.89162,0.048059,5.521444,-1.623896,0.061015,0.000001,0.370551,3.451004,-1.370636,0
103,besc-388.csv,Unique,10.84,245.5,113.48,5.183982684,77.64027,3.580031,1.670168,0,0.363207,1.022259,0.871168,0.353822,1.393616,4.720811,1,68.430471,0.0497,13.13777,-3.724389,0.059006,0.000393,0.472283,6.469893,-3.877581,0
104,Besc-390.csv,Unique,9.46,200,39.58,3.636363636,64.540459,1.10409,1.967828,0,0.093378,0.926387,0.908979,0.192412,0.187597,0.427472,1,36.555345,0.022456,14.017348,-0.813065,0.022011,0.001041,-2.122889,0.690352,-0.000317,-0.000277
105,Besc-393.csv,Unique,10.515,241,143.63,3.766233766,159.505239,0,0.568089,0,2.858742,1.034892,0.854213,0.475975,1.184127,3.075283,1,1.708702,0.067491,17.529025,-0.115664,0.067892,0.000521,-0.975273,0.746238,-0.000438,-0.000323
106,besc-394.csv,Unique,11.525,195.5,93.1,6.519480519,89.043177,1.781793,1.667731,0,0.324241,1.035152,0.941011,0.356039,1.615427,9.598948,1,32.497802,0.05305,15.531755,-1.696115,0.050927,0.000117,-0.762419,0.755562,-0.000562,-0.000361
107,besc-40.csv,Unique,11.345,245.5,41.8,3.993506494,94.964046,1.391767,4.092515,0,0.03488,1.033668,0.1,0.269094,0.644054,0.0004,1,34.721169,0.036843,4.650755,-1.465645,0.048042,0.000003,0.039218,0.745978,-0.001515,-0.000116
108,besc-411.csv,Unique,9.73,228,107.02,4.61038961,62.112342,2.159747,2.438589,0,1.668094,1.041582,0.908461,0.370598,1.353604,0.237186,1,42.157504,0.052763,8.047292,-2.543814,0.06853,0.000021,-0.10015,0.770863,-0.000971,-0.000255
109,Besc-414.csv,Unique,11.125,238.5,61.49,5.38961039,52.421891,3.71738,2.900267,0,1.592633,1.050583,0.828205,0.299182,1.329361,0.346328,1,103.267958,0.030812,6.090209,-4.12466,0.050532,0.000106,0.433721,9.390717,-4.802168,0
110,Besc-419.csv,Unique,4.595,124,57.12,1.818181818,56.682783,0.865558,2.187636,0,0.149012,0.759512,1.124487,0.350705,1.319878,50.252406,1,20.594239,0.069008,13.216023,-1.493971,0.076173,0.000001,0.404459,7.264469,-3.855944,0
111,besc-429.csv,Unique,12.54,248,83.4,5.714285714,33.534021,2.240895,5.997307,0.016272,0,0.918936,0.98048,0.330722,1.819517,0.882896,1,52.997696,0.040018,5.751632,-2.215331,0.041805,0.000001,0.019468,0.722034,-0.001424,-0.000125
112,besc-43.csv,Unique,7.48,140.5,124.19,2.727272727,39.923741,0.335629,0,9.468387,0.007025,0.966842,0.196764,0.279914,0.761099,0,1,10.648708,0.052299,3.360526,-0.60475,0.061523,0,0.060172,0.682826,-0.002255,-0.000029
113,besc-431.csv,Unique,16.43,303,46.48,7.987012987,97.675426,2.078279,1.272643,0,1.741832,1.04667,0.932059,0.378409,1.251995,9.156527,1,38.569375,0.057747,12.764985,-2.416545,0.06778,0.000245,0.539087,9.207077,-5.006368,0
114,Besc-437.csv,Unique,12.025,266,80.48,3.376623377,160.795206,0,0.365671,0,5.137684,1.052817,0.857404,0.620948,1.343982,0.050388,1,-12.07849,0.064784,13.257925,0.761362,0.061311,0.000131,-0.146472,0.759623,-0.000638,-0.000274
115,besc-438.csv,Unique,12.635,285,73.18,4.935064935,46.510384,3.890895,4.052319,0,0.444649,1.032059,0.893749,0.27099,0.52132,0.020469,1,103.532988,0.032621,6.217421,-3.96618,0.042729,0.000039,0.436151,7.706611,-3.805872,0
116,besc-441.csv,Unique,11.105,216,74.2,3.701298701,82.745131,1.756267,1.722372,0,4.070737,1.035544,0.924584,0.553569,0.859851,0.514742,1,29.641403,0.060209,8.359689,-1.978702,0.073705,0.00001,0.430917,5.012067,-1.96742,0
117,besc-442.csv,Unique,11.345,260,34.44,3.051948052,10.725246,0.350388,8.066267,3.87311,0,0.920478,0.887307,0.163519,0.648283,0.006472,1,-606.27453,0.001709,80.95927,1.036716,0.001711,0.001713,0.264192,5.161321,-2.0038,0
118,Besc-443.csv,Unique,3.98,69,21.16,1.883116883,NA,0,6.900139,9.04006,0,NA,NA,0.151669,1.347261,NA,1,-2037.93955,0.000656,174.965026,1.361153,0.00068,0.000693,0.056126,0.650643,-0.002861,-0.000009
119,besc-47.csv,Unique,8.175,188.5,59.06,4.951298701,30.692408,1.74783,5.630372,0,0,0.92529,0.992401,0.317957,0.692174,2.706771,1,35.802115,0.048146,6.120954,-1.956785,0.061539,0.000003,0.341289,7.512949,-4.423196,0
120,Besc-48.csv,Unique,,,,,20.816098,0.316655,13.633409,0,0.002207,0.675374,0.119577,0.25344,0.226929,0,1,12.442778,0.024329,2.045621,-0.325977,0.028158,0,0.143928,8.388578,-4.645861,0
121,besc-52.csv,Unique,15.06,240,83.67,8.522727273,24.275365,3.069518,8.819271,0,0.26271,1.065621,0.885615,0.231753,0.986492,0.004721,1,101.908186,0.021576,2.188153,-3.74119,0.057353,0,0.360744,5.645434,-3.010673,0
122,besc-58.csv,Unique,5.085,102,20.28,3.051948052,11.490097,0.533667,10.997892,3.254091,0,0.663008,1.199306,0.260435,0.496828,2.790323,1,12.928242,0.028172,2.569821,-0.390891,0.032394,0,0.054384,0.694607,-0.002995,-0.000011
123,besc-64.csv,Unique,10.68,196,144.6,5,89.703266,3.677112,1.441012,0,3.084372,1.056867,0.817409,0.364679,1.718687,1.633478,1,87.339642,0.038017,8.655161,-3.996749,0.054341,0.000248,0.499507,4.607241,-1.853183,0
124,Besc-66.csv,Unique,5.18,110.5,39.77,1.493506494,NA,0,10.287336,0,0.955742,NA,NA,0.578954,0.916977,NA,1,-717.104225,0.001778,2.492941,1.850524,0.003594,0,0.045252,0.531578,-0.002728,-0.000003
125,besc-68.csv,Unique,10.79,279,52.82,2.142857143,28.828063,1.430837,5.982532,0,0,0.858646,0.992071,0.365235,1.401823,1.495844,1,29.101509,0.052481,5.96428,-1.73192,0.067095,0.000001,0.301303,4.072034,-1.789201,0
126,besc-70.csv,Unique,12.625,,60.81,6.493506494,82.909639,5.302748,1.7411,0,0.889458,1.051468,0.909219,0.380788,0.976057,6.180248,1,99.075282,0.049669,11.130428,-5.786701,0.066852,0.000205,0.496195,6.275955,-3.868745,0
127,besc-75.csv,Unique,13.315,301.5,69.27,6.558441558,50.304073,3.224886,2.973073,0,0.312589,0.952528,0.973702,0.346969,0.44094,5.076742,1,65.18199,0.048739,8.122889,-3.530804,0.058424,0.000012,0.419041,5.696251,-3.276407,0
128,besc-76.csv,Unique,14.185,268.5,61.46,6.064935065,38.147887,0.607117,2.522215,0,1.420815,0.910439,0.831606,0.300193,1.364142,0.008538,1,20.392787,0.041701,5.909712,-0.912397,0.047915,0.000008,0.355778,5.246288,-2.220509,0
129,besc-77.csv,Unique,11.795,242,131.56,3.311688312,67.44079,2.26174,2.058076,0,0.632171,1.021801,0.917886,0.366804,0.622883,2.535593,1,44.077155,0.056589,10.94283,-2.716275,0.066629,0.000063,0.47006,5.30066,-2.762325,0
130,Besc-79.csv,Unique,12.32,224.5,,5.454545455,62.214375,2.113528,1.78495,0,0.014289,0.9689,0.908422,0.175375,0.392116,0.225747,1,86.506875,0.018452,13.375704,-1.378597,0.013168,0.001608,-999.290161,0.708131,-0.0003,-0.0003
131,besc-803.csv,Unique,14.28,259.5,58.56,5.324675325,109.27219,2.58654,0,0,0,0.993646,0.1,0.209387,1.672487,0.000014,1,95.42714,0.031283,7.490957,-3.491691,0.04195,0.000198,0.439968,2.903308,-0.947869,0
132,besc-806.csv,Unique,11.255,193.5,24.42,3.279220779,35.869443,0.857775,4.46227,0,0.002159,0.953537,0.914335,0.379857,0.752145,0.176881,1,13.934943,0.05599,7.911591,-0.814446,0.060945,0.000006,0.066716,0.734044,-0.001915,-0.000062
133,Besc-816.csv,Unique,7.985,211,64.17,3.246753247,38.705136,0.41368,3.661236,0,1.519527,0.990805,0.722667,0.135535,0.219229,0.00592,1,30.877995,0.019691,4.773858,-0.645666,0.022171,0.000132,-0.039013,0.703914,-0.000565,-0.000227
134,besc-823.csv,Unique,16.02,340,58.17,7.061688312,70.366057,2.873944,2.328977,0,0.197804,1.066231,0.788805,0.351075,0.3719,0.007224,1,53.223841,0.050263,10.904921,-2.853499,0.056477,0.000078,0.437483,8.384109,-5.478251,0
135,besc-827.csv,Unique,7.83,174,61.24,2.346938776,41.620755,1.125686,9.865749,0,0.412922,0.944928,0.449557,0.426983,0.615194,0,1,20.507227,0.058292,3.346343,-1.430982,0.082617,0,0.244539,5.582848,-2.144922,0
136,besc-829.csv,Unique,11.425,201.5,91.73,3.170995671,61.341935,2.645736,2.734968,0,1.564816,1.029455,0.864591,0.377594,0.599798,0.158511,1,49.914415,0.048027,7.628385,-2.794121,0.064666,0.000028,0.041926,0.75368,-0.001163,-0.000164
137,besc-834.csv,Unique,12.46,304.5,61.34,9.155844156,77.323344,0.566893,0.680133,0,1.64752,0.975612,0.953559,0.35426,1.884695,9.583372,1,18.284713,0.061232,12.596153,-1.167125,0.066489,0.000155,0.498333,7.451513,-3.914711,0
138,besc-838.csv,Unique,6.9,162.5,36.99,2.88961039,24.746772,0,2.45611,0,0.507802,0.947011,0.872258,0.24055,1.952739,0.015619,1,12.097817,0.060142,5.220608,-0.779123,0.068846,0,0.061945,0.718209,-0.001529,-0.000094
139,besc-840.csv,Unique,9.66,216,49.59,4.805194805,32.855514,1.289638,4.969975,0,0,0.944776,0.984523,0.34535,2.91578,10.229342,1,21.893874,0.044204,7.142604,-1.033532,0.05033,0.000025,0.054848,0.7495,-0.001779,-0.000082
140,besc-847.csv,Unique,9.105,168.5,69.41,2.034632035,29.503846,1.136891,0,0,0,1.027652,0.571412,0.26567,0.522986,0,1,45.7522,0.233899,5.248935,-1.289359,0,0,0.237632,9.815192,-6.394258,0
141,Besc-848.csv,Unique,9.045,158,43.77,2.857142857,48.661282,2.115661,2.909246,0,0.323517,1.01039,0.9534,0.313422,1.281938,3.47698,1,44.85022,0.052556,8.762071,-2.684092,0.067697,0.000042,-0.053862,0.777933,-0.000994,-0.000237
142,besc-85.csv,Unique,14.65,282.5,31.51,5.941558442,49.14647,1.403097,3.86777,0,0.162012,0.958607,0.851806,0.306251,2.138125,0.008684,1,34.641187,0.047592,8.551407,-1.809093,0.057112,0.000001,0.351284,9.898449,-5.408818,0
143,Besc-852.csv,Unique,5.11,106.5,,,65.510543,2.117416,1.703454,0,2.081347,1.023402,0.915006,0.332899,1.213367,1.00922,1,49.82257,0.045887,9.007562,-2.583142,0.058234,0.000109,0.475693,9.783804,-5.277224,0
144,besc-855.csv,Unique,8.355,203,89.7,5.142857143,29.001596,2.032534,6.536427,0,0,0.956341,0.952195,0.380982,3.929929,4.187607,1,38.61997,0.035192,5.779945,-1.525629,0.044127,0.000026,0.290591,3.12326,-1.151256,0
145,besc-856.csv,Unique,13.945,270.5,45.89,6.298701299,33.749568,1.026738,0,3.904106,0,1.033284,0.884871,0.276096,1.070483,0.000222,1,25.174651,0.046553,7.764231,-1.260687,0.053758,0.000033,0.378098,9.781825,-6.544967,0
146,besc-857.csv,Unique,12.04,254,27.21,4.935064935,53.695553,5.010137,5.242904,0,0,0.986858,0.913102,0.298819,0.820663,1.881323,1,111.902827,0.037944,6.288613,-5.227893,0.053377,0.000019,0.431021,8.023433,-5.048904,0
147,besc-860.csv,Unique,15.4,306,85.58,11.94805195,42.289043,1.718471,3.630895,0.001968,0,1.023659,0.950222,0.305528,3.504074,1.958378,1,33.850871,0.043125,10.055064,-1.563902,0.049396,0.000246,0.41209,7.992322,-4.652158,0
148,besc-861.csv,Unique,9.69,217,110.54,7.835497835,38.388688,0.097514,1.889578,0,0.238541,1.062942,0.849376,0.257225,0.776362,0.901899,1,4.174302,0.045347,9.606657,-0.191068,0.046201,0.000132,0.075562,0.775371,-0.001316,-0.000137
149,besc-866.csv,Unique,13.46,296,33.99,8.409090909,72.392718,1.309928,1.49044,0,1.283658,1.013486,0.906765,0.355593,1.199196,2.774283,1,27.061245,0.05634,11.623129,-1.621774,0.063644,0.000151,0.467211,4.520065,-1.781166,0
150,besc-869.csv,Unique,14.135,200,28.14,6.601731602,41.891452,1.018434,5.337351,0,0.228231,0.990565,0.751468,0.286519,1.111276,0.001954,1,25.331705,0.048202,5.39664,-1.365104,0.059976,0.000001,0.351179,9.812619,-5.045073,0
151,besc-870.csv,Unique,13.235,242,47.27,9.642857143,57.414139,1.372798,1.329707,0,1.356092,1.025427,0.943253,0.308146,1.014051,1.717093,1,34.165445,0.051445,10.206217,-1.907482,0.060423,0.000117,0.478304,6.703487,-3.162868,0
152,Besc-874.csv,Unique,5.575,115,17.11,1.233766234,39.503021,0,2.324687,0,2.460854,0.936554,0.833304,0.209916,0.317758,0.028197,1,-7.702353,0.02542,5.273751,0.192938,0.024679,0.000035,-0.009647,0.685425,-0.000761,-0.000205
153,besc-88.csv,Unique,14.865,249.5,37.9,2.824675325,51.988215,1.111419,2.707534,0,0.485674,1.018765,0.452286,0.38586,1.084576,0,1,21.665628,0.037819,4.981655,-0.88848,0.044362,0.000004,0.056348,0.725753,-0.002252,-0.00004
154,besc-880.csv,Unique,13.365,261,77.79,4.112554113,NA,2.475799,0,0,0.008674,NA,NA,0.29948,2.475192,NA,1,65.116712,0.051052,7.07869,-3.047353,0.039493,0,0.418831,3.649126,-1.598422,0
155,Besc-881.csv,Sameleaf_Dup,9.205,222,193.23,3.766233766,46.004245,0,2.009876,0,1.837198,0.935957,0.844915,0.303269,0.410447,0.025955,1,-13.20512,0.037546,6.340395,0.477528,0.034811,0.000024,0.036821,0.693968,-0.00101,-0.00016
156,besc-881.csv,Unique,9.205,222,193.23,3.766233766,89.209471,2.757911,2.000034,0,0.221391,1.077372,0.840598,0.318846,2.952161,0.20606,1,56.410518,0.055848,14.212438,-3.489918,0.068203,0.000017,0.471798,3.97199,-1.563119,0
157,besc-883.csv,Unique,7.635,180,36.15,2.294372294,20.84397,0.794277,6.725631,0,0.003303,0.920896,0.902336,0.324713,0.776398,0.003084,1,17.504446,0.041467,3.770727,-0.798709,0.050048,0,0.247407,9.447407,-5.999045,0
158,Besc-886.csv,Sameleaf_Dup,9.675,237,89.48,3.506493506,53.752424,0.593327,2.300477,0,0.848967,1.056883,0.397049,0.170759,0.800209,0,1,35.745301,0.029083,4.943122,-1.146814,0.035241,0.000022,0.051432,0.735242,-0.000885,-0.000188
159,Besc-886.csv,Unique,9.675,237,89.48,3.506493506,71.670796,2.208202,1.99677,0,0.586341,1.118646,0.751188,0.250825,5.232346,0.049385,1,56.225892,0.045417,6.494772,-3.100288,0.066027,0,0.007114,0.785885,-0.00067,-0.00012
160,besc-892.csv,Unique,6.94,142.5,54.99,2.207792208,42.506185,0.711701,2.987896,0,0.144925,1.013877,0.267324,0.297304,0.206938,0.000214,1,18.908297,0.041438,5.018423,-0.825591,0.045825,0,0.294449,2.484089,-0.83296,0
161,besc-893.csv,Unique,12.59,243,46.96,4.458874459,22.860492,0.437641,4.976736,0,0.000121,0.98106,0.88036,0.329054,1.257244,0.002576,1,9.329552,0.047401,4.590355,-0.463355,0.051995,0,0.253012,9.975103,-6.520025,0
162,besc-894.csv,Unique,11.355,160,58.44,3.571428571,30.56125,1.845622,4.673981,0.859039,0,0.933933,0.981772,0.289471,0.52212,4.788603,1,42.218884,0.040103,5.667508,-1.860764,0.047709,0.000002,0.351127,9.959704,-6.68724,0
163,besc-898.csv,Unique,10.835,218,152.66,3.330241187,33.008239,1.880661,5.757614,0,0,0.857824,0.974409,0.396399,1.560173,0.763195,1,34.053346,0.050128,6.242881,-1.952134,0.065121,0.000003,0.289675,9.989766,-6.793562,0
164,besc-902.csv,Unique,16.365,297,62.28,2.207792208,74.610157,3.140665,1.667405,0,0.507131,1.003829,0.936122,0.335366,2.755985,11.857128,1,62.508114,0.052969,12.239227,-3.661664,0.064131,0.000208,0.503555,9.990406,-7.35014,0
165,Besc-906.csv,Unique,13.505,197,50.65,3.506493506,51.35549,2.107266,3.230371,0,0.906411,0.992856,0.935725,0.351381,2.686834,2.289095,1,44.311127,0.050427,7.849377,-2.504236,0.062702,0.000012,0.422021,3.766492,-1.297511,0
166,Besc-91.csv,Unique,11.72,259.5,50.69,3.636363636,128.313688,1.123499,0.599982,0,3.144901,1.063453,0.842925,0.457817,0.933626,0.300909,1,26.624232,0.063385,13.905732,-1.785269,0.070834,0.000234,-0.313963,0.759646,-0.000557,-0.000299
167,besc-94.csv,Unique,14.26,230.5,69.47,4.274891775,60.565077,2.80338,2.8363,0,0,1.066603,0.898882,0.312562,1.763737,0.00324,1,53.533914,0.054453,11.075841,-3.251412,0.067193,0.000115,0.457972,5.374702,-2.990469,0
168,besc-95.csv,Unique,12.275,251.5,55.61,6.087662338,21.584379,0.402229,4.198505,0,0.155409,0.939938,0.849878,0.246829,0.512874,0.119244,1,13.635555,0.038774,5.024287,-0.556713,0.042949,0.000003,0.082291,0.721887,-0.002024,-0.000046
169,besc-98.csv,Unique,13.675,226.5,35.84,4.155844156,42.981527,1.052836,2.108715,0,0.554715,1.023456,0.887431,0.356096,0.617447,0.020052,1,21.338469,0.061244,7.610434,-1.408321,0.070895,0.000002,0.361923,4.934694,-2.438048,0
170,besc-99.csv,Unique,14.92,301.5,63.39,8.116883117,71.434262,1.712454,1.718925,0,1.08807,1.04793,0.798367,0.329994,3.348814,0.049983,1,40.709642,0.054644,8.670123,-2.497936,0.068438,0.000023,0.476763,9.516223,-6.935435,0
171,BLCG-28-1.csv,Unique,12.595,206,42.64,4.545454545,67.577491,0,1.405853,0,2.248908,1.0083,0.817081,0.363348,1.820818,0.046354,1,5.825814,0.058618,8.205509,-0.348387,0.060998,0.000009,0.431967,6.816292,-3.175205,0
172,CHWH-27-1.csv,Clone_Dup,9.23,167,58.75,3.376623377,59.624353,0.91827,0,0,0.721089,0.973591,0.830997,0.330938,2.303412,0.008657,1,26.321269,0.053608,12.006155,-1.490977,0.059775,0.000228,0.446171,5.025612,-2.168588,0
173,CHWH-27-1.csv,Unique,2.265,31,29.02,1.298701299,72.3928,1.504943,1.470123,0,0.964133,1.009946,0.946306,0.383289,0.635882,8.873685,1,28.900084,0.060742,11.985548,-1.856676,0.067753,0.000073,-0.170696,0.763203,-0.000748,-0.000286
174,CHWH-27-3.csv,Unique,13.3,283,96.72,4.675324675,111.538797,1.602468,1.250289,0,1.555999,0.988655,0.876625,0.429229,0.865065,3.461092,1,32.576539,0.064351,13.744329,-2.25031,0.073983,0.00021,-0.118572,0.727351,-0.000587,-0.000255
175,CHWH-27-5.csv,Unique,7.065,149,74.5,2.337662338,55.084917,0.717372,2.965549,0,1.836032,0.851667,0.90371,0.581572,2.191236,2.65624,1,12.836842,0.070341,7.840963,-0.954596,0.078522,0.000001,0.075454,0.684976,-0.001456,-0.000083
176,CHWK-27-3.csv,Unique,5.545,113,18.97,1.233766234,NA,0,0,14.485572,0,NA,NA,0.237342,1.528493,NA,1,-527.466451,0.003188,3.515376,1.45947,0.002293,0.000614,0.052334,0.663016,-0.002934,-0.000009
177,CHWK-27-4.csv,Unique,4.735,91,41.74,1.948051948,20.206778,0,7.613831,0,0.154274,0.968439,0.868798,0.232971,0.9411,0.016234,1,-91.311077,0.01978,4.533003,1.496342,0.013387,0.000063,0.074396,0.746449,-0.002203,-0.000043
178,CMBF-28-1.csv,Unique,6.75,141,34.56,2.662337662,19.988453,0.50297,7.532998,0,0.033338,0.721734,0.740547,0.28722,0.832498,0.000813,1,19.464956,0.036228,3.751802,-0.774113,0.043524,0,0.212418,7.973199,-4.298064,0
179,CMBF-28-2.csv,Unique,11.4,147,36.2,3.376623377,31.27983,0,1.455468,0,0.054695,0.909849,0.84619,0.203369,1.53863,1.039412,1,-30.866451,0.027005,8.3589,0.796308,0.024621,0.000431,0.102935,0.691455,-0.001123,-0.000114
180,CMBF-28-5.csv,Unique,13.58,278,189.6,4.480519481,165.294671,2.829679,0.534946,0,4.671169,1.071541,0.845178,0.551384,0.410614,2.70276,1,47.240342,0.060469,16.876208,-3.08363,0.070258,0.000799,0.537657,7.021897,-3.669363,0
181,CNBF-28-4.csv,Clone_Dup,9.265,173,28.61,1.493506494,29.529309,0.351012,5.727947,0,0,1.027752,0.700221,0.270925,1.209725,0,1,11.773677,0.050087,5.276056,-0.622877,0.055818,0,0.295376,5.963276,-2.538484,0
182,CNBF-28-4.csv,Unique,10.525,213,46.24,5.194805195,221.903213,4.972723,0.137503,0,7.681208,1.038081,0.809986,0.735896,1.799192,0.259938,1,97.794501,0.052816,15.531352,-6.008909,0.070689,0.001058,0.545691,9.466301,-4.961469,0
183,CNYH-28-2.csv,Unique,7.415,143.5,43.5,2.337662338,59.169046,0,2.429344,0,1.696278,0.912372,0.940635,0.526158,1.370729,1.146567,1,-25.694491,0.057157,7.920189,1.345021,0.047792,0.000006,0.059858,0.720475,-0.001408,-0.000109
184,CNYH-28-3.csv,Unique,13.875,213,50.6,3.896103896,116.814776,0.930893,1.03011,0,4.395476,0.996212,0.802805,0.617032,2.919606,0.0987,1,14.720091,0.064947,10.642609,-0.997628,0.070669,0.000035,0.419764,3.976434,-1.498011,0
185,CNYH-28-4.csv,Unique,9.735,234,56.21,2.662337662,48.883469,10,10.050211,0.125589,0,0.665497,0.99587,0.938872,360.441469,26.741131,1,-119.342666,0.019703,2.951396,1.632898,0.008979,0.000002,0.056042,0.699535,-0.002961,-0.000012
191,DENB-17-1.csv,Unique,2.74,49.5,28.36,1.493506494,9.210918,0,5.673588,0.000089,0,0.665605,0.953631,0.137961,0.380713,0.410714,1,-83.018443,0.009886,2.795629,0.717238,0.007488,0.000088,0.062058,0.542564,-0.001386,-0.000044
192,DENB-17-2.csv,Unique,6.165,154,77.48,2.337662338,61.110769,0,1.28888,0,0.998508,1.00967,0.891613,0.328522,3.923391,0.107994,1,9.691784,0.070339,8.684368,-0.707867,0.075798,0.000003,0.454639,9.52841,-5.566039,0
193,DENB-17-3.csv,Unique,9.665,235,52.19,2.922077922,82.997876,0,0.826877,0,2.965005,0.84178,0.767603,0.501938,3.597438,0.586728,1,-69.80062,0.036016,11.199643,2.268047,0.029172,0.000515,0.094014,0.618273,-0.000891,-0.000116
194,DENB-17-4.csv,Unique,8.415,200,45.96,4.090909091,67.568412,4.110713,0.984351,0,1.242203,1.017319,0.812799,0.354579,1.247181,1.368753,1,93.75022,0.039406,10.185904,-4.390423,0.05497,0.000475,0.444963,5.384043,-7.163587,0
195,DENC-17-1.csv,Unique,8.255,140,92.02,2.987012987,69.890572,0.26838,1.532561,0,0.824206,1.028509,0.857905,0.296275,0.166824,1.050973,1,1.870268,0.038267,12.211266,-0.071537,0.038231,0.000129,-0.032739,0.750464,-0.000713,-0.000239
196,DENC-17-2.csv,Unique,9.17,226,44.85,2.532467532,94.064429,0.416021,1.42339,0,1.063006,1.012659,0.799506,0.345882,0.482859,0.060861,1,19.455603,0.060945,11.724409,-1.24353,0.066967,0.000102,-0.409969,0.71995,-0.000537,-0.000304
197,DENC-17-3.csv,Unique,5.76,116.5,124.42,3.831168831,53.665737,0,2.720785,0,1.163231,0.925774,0.920561,0.484549,1.372204,0.76492,1,-14.342936,0.062317,7.774927,0.846169,0.055784,0.000003,0.07072,0.725358,-0.001554,-0.00009
198,DENC-17-5.csv,Unique,5.045,89.5,37.2,1.298701299,20.555842,0.140841,1.483032,4.482719,0,0.695349,0.745917,0.223344,0.235243,0.003059,1,-7.055466,0.020164,4.83644,0.140656,0.019708,0.000058,0.054202,0.509854,-0.001039,-0.000068
199,DEND-17-1.csv,Unique,13.385,237,102.68,5.064935065,211.036074,1.921435,0.528582,0,2.822226,1.056484,0.740743,0.534411,0.859209,0.111555,1,30.254082,0.064383,22.049505,-2.023685,0.069434,0.001735,-0.281066,0.742482,-0.00042,-0.000257
200,DEND-17-4.csv,Unique,7.9,170,88.74,2.987012987,23.350634,0,7.828288,0,0.167983,0.61951,1.4,0.363305,0.46085,0.010724,1,-90.128403,0.023808,4.422835,1.71775,0.014921,0.000017,0.062671,0.663871,-0.002804,-0.00001
201,FNYI-28-2.csv,Unique,12.975,286,83.11,3.506493506,105.763907,1.088976,1.259249,0,2.14259,1.090003,0.867635,0.427684,2.013014,0.056202,1,22.138688,0.065387,11.421204,-1.53688,0.073591,0.000058,0.532443,5.232293,-2.490823,0
202,FNYI-28-3.csv,Clone_Dup,4.31,85,19.64,1.233766234,19.537589,0.524013,6.82448,1.382569,0,0.698962,0.980868,0.278723,0.77284,4.204975,1,16.240287,0.032182,5.025017,-0.549984,0.035603,0.000014,0.265755,8.349235,-4.589798,0
203,FNYI-28-3.csv,Unique,4.22,86,31.7,1.948051948,NA,0.411664,9.365441,0,0.063674,NA,NA,0.437714,1.436947,NA,1,-174.958593,0.016179,4.49423,2.145837,0.008921,0.00008,0.06394,0.674701,-0.002558,-0.000017
204,FNYI-28-4.csv,Unique,8.535,176,99.3,2.402597403,121.507232,0,0.205517,0,5.088385,0.949408,0.713255,0.621864,0.551982,0.209472,1,-18.011043,0.052313,14.786689,0.915235,0.049341,0.000577,0.07136,0.676403,-0.000822,-0.000161
205,FNYI-28-5.csv,Unique,8.255,152,85.7,2.142857143,110.879048,0.637937,0.842108,0,2.862353,0.925224,0.872725,0.515552,0.867373,3.76448,1,11.765851,0.062209,13.976753,-0.749886,0.06528,0.000243,0.012338,0.693615,-0.000697,-0.000204
206,GLCB-26-1.csv,Clone_Dup,5.11,81,7.3,2.597402597,32.134563,1.10688,5.310363,0,0.012117,0.93168,0.949837,0.269956,0.198919,2.43822,1,34.273834,0.048957,6.610899,-1.898936,0.06234,0.000007,0.063469,0.736135,-0.001454,-0.000109
207,GLCB-26-1.csv,Unique,4.99,79.5,11.1,1.558441558,28.224063,0.003274,6.142454,0,0,0.877469,0.849351,0.175242,1.744078,0.120423,1,-21.744532,0.018439,6.129555,0.397096,0.018072,0.000059,-0.07011,0.665593,-0.000862,-0.000211
208,GLCB-26-2.csv,Unique,8.53,204,88.84,1.818181818,24.260064,0,0,7.08532,0,0.922179,0.934713,0.319487,0.502033,0.134799,1,-152.839385,0.019732,4.992591,2.312398,0.011165,0.000063,0.069636,0.734627,-0.002433,-0.00003
209,GLCB-26-3.csv,Unique,5.505,97,27.83,1.363636364,50.529417,0,3.599223,0,0.96203,1.085204,0.49616,0.423956,1.37538,0,1,-99.946816,0.030506,5.725463,2.376985,0.01808,0.000026,0.073831,0.759204,-0.002336,-0.000039
210,GLCB-26-4.csv,Unique,8.52,227,40.16,2.727272727,139.529191,1.237271,0.881242,0,3.129505,1.027857,0.876873,0.516705,0.237103,2.630995,1,19.616784,0.066242,15.449049,-1.350546,0.071503,0.000326,0.515977,3.274887,-3.575374,0
